id,symbol,date,open_price,high_price,low_price,close_price,volume,created_at
1551,PAKOXY,2026-01-31,320.88,328.0,318.0,324.25,7883,2026-01-30 20:37:40
1553,PAKQATAR,2026-01-31,22.2,22.39,21.9,21.98,296801,2026-01-30 20:37:42
1555,PAKRI,2026-01-31,20.05,21.1,20.05,20.56,1102978,2026-01-30 20:37:45
1557,PAKT,2026-01-31,1630.0,1659.99,1615.0,1650.06,21520,2026-01-30 20:37:47
1559,PASL,2026-01-31,3.24,3.24,3.11,3.13,677074,2026-01-30 20:37:50
1560,PASM,2026-01-31,6.23,6.23,5.52,5.52,3,2026-01-30 20:37:52
1562,PCAL,2026-01-31,233.0,250.0,230.5,240.08,378210,2026-01-30 20:37:55
1564,PECO,2026-01-31,524.91,577.4,524.91,569.0,1970,2026-01-30 20:37:57
1566,PGLC,2026-01-31,15.2,17.0,15.2,15.23,3681,2026-01-30 20:37:59
1568,PHDL,2026-01-31,48.8,51.5,48.29,50.0,592568,2026-01-30 20:38:02
1570,PIAHCLA,2026-01-31,27.99,28.6,27.4,27.54,7224750,2026-01-30 20:38:06
1572,PIAHCLB,2026-01-31,20000.0,20150.0,20000.0,20111.0,31,2026-01-30 20:38:08
1574,PIBTL,2026-01-31,20.69,21.49,20.5,20.63,21577222,2026-01-30 20:38:11
1577,PICT,2026-01-31,39.29,39.99,37.29,38.02,116183,2026-01-30 20:38:17
1579,PIL,2026-01-31,5.64,5.8,5.3,5.51,73617,2026-01-30 20:38:19
1581,PIM,2026-01-31,21.94,21.94,19.5,21.0,1005,2026-01-30 20:38:21
1583,PINL,2026-01-31,8.89,10.32,8.65,9.67,526323,2026-01-30 20:38:25
1587,PKGI,2026-01-31,13.51,14.4,13.03,13.51,134411,2026-01-30 20:38:31
1591,PKGS,2026-01-31,835.0,840.0,820.0,837.83,111484,2026-01-30 20:38:36
1593,PMRS,2026-01-31,326.95,349.16,326.95,349.0,93,2026-01-30 20:38:38
1595,PNSC,2026-01-31,570.36,620.0,570.36,607.67,53654,2026-01-30 20:38:40
1599,POML,2026-01-31,176.4,194.03,172.0,183.1,22511,2026-01-30 20:38:46
1601,POWER,2026-01-31,20.81,21.28,20.14,20.72,2011087,2026-01-30 20:38:49
1603,POWERPS,2026-01-31,28.4,28.44,23.5,25.04,1643,2026-01-30 20:38:51
1607,PPP,2026-01-31,141.0,142.99,140.07,141.79,3017,2026-01-30 20:38:57
1608,PPVC,2026-01-31,19.88,19.88,17.89,19.0,2025,2026-01-30 20:38:59
1609,PREMA,2026-01-31,37.99,38.2,37.0,37.6,657645,2026-01-30 20:39:02
1610,PRET,2026-01-31,434.09,494.98,434.09,485.0,1078,2026-01-30 20:39:07
1611,PRL,2026-01-31,37.1,37.5,36.65,36.83,3563985,2026-01-30 20:39:14
1612,PRWM,2026-01-31,45.7,45.7,40.5,43.11,1943,2026-01-30 20:39:16
1613,PSEL,2026-01-31,994.85,994.85,970.01,976.05,115,2026-01-30 20:39:19
1615,PSX,2026-01-31,51.5,51.5,49.8,49.92,1265339,2026-01-30 20:39:24
1616,PSYL,2026-01-31,75.0,77.67,75.0,77.67,106,2026-01-30 20:39:27
1617,PTC,2026-01-31,60.99,63.99,60.99,61.98,24909382,2026-01-30 20:39:33
1618,PTL,2026-01-31,62.0,63.11,60.1,63.0,65654,2026-01-30 20:39:35
1619,QTECH,2026-01-31,42.98,43.9,39.6,40.19,726270,2026-01-30 20:39:40
1620,QUET,2026-01-31,18.7,20.39,18.0,19.88,6037,2026-01-30 20:39:43
1621,QUICE,2026-01-31,30.85,31.49,28.3,29.21,2659164,2026-01-30 20:39:45
1622,RCML,2026-01-31,500.02,500.02,500.02,500.02,14,2026-01-30 20:39:48
1623,REDCO,2026-01-31,27.11,27.23,25.5,26.58,49067,2026-01-30 20:39:51
1624,REWM,2026-01-31,244.05,244.05,222.0,236.97,1743,2026-01-30 20:39:55
1625,RICL,2026-01-31,17.39,17.45,16.0,16.98,2048,2026-01-30 20:39:58
1626,RMPL,2026-01-31,9905.1,10139.99,9905.1,10075.0,81,2026-01-30 20:40:01
1627,RPL,2026-01-31,18.32,18.78,18.01,18.1,162381,2026-01-30 20:40:03
1628,RUBY,2026-01-31,12.11,12.11,11.88,11.88,474,2026-01-30 20:40:06
1629,RUPL,2026-01-31,31.5,32.5,30.09,30.09,586,2026-01-30 20:40:08
1630,SAIF,2026-01-31,38.77,38.77,37.0,37.32,86593,2026-01-30 20:40:11
1631,SANE,2026-01-31,9.19,9.19,8.0,8.0,18747,2026-01-30 20:40:14
1632,SANSM,2026-01-31,102.0,102.5,90.1,94.46,14398,2026-01-30 20:40:16
1633,SAPT,2026-01-31,1304.0,1360.99,1304.0,1350.0,123,2026-01-30 20:40:19
1634,SARC,2026-01-31,78.06,87.26,78.06,84.74,27306,2026-01-30 20:40:21
1635,SASML,2026-01-31,211.5,234.97,211.5,234.97,236,2026-01-30 20:40:23
1636,SAZEW,2026-01-31,2116.0,2184.0,2112.0,2146.48,419229,2026-01-30 20:40:26
1637,SBL,2026-01-31,14.29,14.3,13.8,13.97,119210,2026-01-30 20:40:29
1638,SCBPL,2026-01-31,72.98,73.0,70.01,71.26,31540,2026-01-30 20:40:31
1639,SCL,2026-01-31,645.0,750.0,645.0,724.99,468,2026-01-30 20:40:36
1641,SEL,2026-01-31,29.32,32.24,28.01,29.95,5575,2026-01-30 20:40:43
1642,SEPL,2026-01-31,183.2,183.2,174.0,176.24,55315,2026-01-30 20:40:46
1643,SERT,2026-01-31,37.54,40.45,35.4,39.07,12819,2026-01-30 20:40:49
1644,SFAT,2026-01-31,1.89,1.89,1.89,1.89,2500,2026-01-30 20:40:51
1645,SFL,2026-01-31,1130.0,1215.0,1100.0,1173.58,301,2026-01-30 20:40:54
1646,SGF,2026-01-31,128.0,131.3,127.12,130.37,562462,2026-01-30 20:40:59
1647,SGPL,2026-01-31,26.5,26.5,25.3,25.56,339600,2026-01-30 20:41:01
1648,SHCI,2026-01-31,6.47,6.49,6.45,6.49,8000,2026-01-30 20:41:03
1649,SHCM,2026-01-31,50.02,58.93,50.02,53.61,338,2026-01-30 20:41:05
1650,SHDT,2026-01-31,50.0,52.8,50.0,51.0,86702,2026-01-30 20:41:08
1651,SHEZ,2026-01-31,261.02,276.5,260.0,261.64,2821,2026-01-30 20:41:11
1652,SHFA,2026-01-31,585.0,585.99,562.04,580.0,1994,2026-01-30 20:41:13
1653,SHJS,2026-01-31,200.0,220.89,191.37,191.78,1412,2026-01-30 20:41:16
1654,SHNI,2026-01-31,10.19,10.19,10.1,10.1,25148,2026-01-30 20:41:18
1655,SHSML,2026-01-31,399.0,417.0,372.1,385.32,1068,2026-01-30 20:41:20
1656,SIBL,2026-01-31,8.27,8.9,8.27,8.4,1061,2026-01-30 20:41:23
1657,SIEM,2026-01-31,1470.0,1477.99,1405.0,1463.72,36,2026-01-30 20:41:25
1658,SINDM,2026-01-31,27.17,27.75,26.75,27.12,16517,2026-01-30 20:41:28
1659,SITC,2026-01-31,870.5,878.8,860.0,862.11,3791,2026-01-30 20:41:31
1660,SKRS,2026-01-31,24.45,24.5,22.6,23.75,26876,2026-01-30 20:41:34
1661,SLCL,2026-01-31,1.14,1.14,1.0,1.0,37500,2026-01-30 20:41:36
1662,SLGL,2026-01-31,20.1,20.42,19.55,20.07,1405745,2026-01-30 20:41:41
1663,SLL,2026-01-31,2.14,2.29,1.6,1.7,232928,2026-01-30 20:41:43
1664,SLYT,2026-01-31,13.41,13.41,12.51,13.41,493,2026-01-30 20:41:46
1665,SMCPL,2026-01-31,49.92,50.14,48.0,48.14,14165,2026-01-30 20:41:48
1666,SML,2026-01-31,148.81,154.69,144.35,147.09,4138,2026-01-30 20:41:51
1667,SNAI,2026-01-31,36.0,38.0,36.0,38.0,1515,2026-01-30 20:41:53
1668,SNBL,2026-01-31,24.01,24.49,23.01,23.38,2955612,2026-01-30 20:41:57
1670,SPCL,2026-01-31,0.87,0.95,0.8,0.95,143500,2026-01-30 20:42:03
1671,SPEL,2026-01-31,54.1,56.0,54.0,54.42,337788,2026-01-30 20:42:05
1672,SPL,2026-01-31,58.03,65.0,58.03,62.19,46179,2026-01-30 20:42:08
1673,SPWL,2026-01-31,11.12,11.38,11.01,11.11,410658,2026-01-30 20:42:12
1674,SRVI,2026-01-31,1794.0,1794.0,1740.0,1740.54,2910,2026-01-30 20:42:15
1676,SSML,2026-01-31,28.95,30.99,27.2,30.99,378,2026-01-30 20:42:23
1677,SSOM,2026-01-31,415.0,439.0,415.0,425.31,11040,2026-01-30 20:42:25
1678,STCL,2026-01-31,15.21,15.6,15.2,15.41,65540,2026-01-30 20:42:28
1679,STJT,2026-01-31,98.0,108.0,97.89,98.07,941,2026-01-30 20:42:31
1680,STL,2026-01-31,1225.0,1225.0,1225.0,1225.0,13,2026-01-30 20:42:33
1681,STML,2026-01-31,28.31,32.99,28.25,31.4,7306,2026-01-30 20:42:36
1682,STPL,2026-01-31,8.65,8.8,8.57,8.63,683408,2026-01-30 20:42:38
1683,STYLERS,2026-01-31,45.0,46.67,44.0,45.55,1946,2026-01-30 20:42:41
1684,SUHJ,2026-01-31,100.99,100.99,96.01,96.01,101,2026-01-30 20:42:43
1685,SURC,2026-01-31,117.0,119.88,117.0,118.37,329,2026-01-30 20:42:48
1686,SUTM,2026-01-31,130.76,143.97,130.76,140.49,9,2026-01-30 20:42:51
1687,SYM,2026-01-31,14.13,14.49,13.83,14.23,1642853,2026-01-30 20:42:56
1688,SYS,2026-01-31,155.0,156.49,153.0,154.57,2406348,2026-01-30 20:42:59
1689,SZTM,2026-01-31,48.11,52.99,48.11,52.99,6,2026-01-30 20:43:01
1690,TATM,2026-01-31,167.98,171.45,159.0,164.45,108518,2026-01-30 20:43:07
1691,TBL,2026-01-31,12.6,12.7,12.43,12.48,1358274,2026-01-30 20:43:09
1692,TCORP,2026-01-31,20.98,20.98,19.41,20.51,60125,2026-01-30 20:43:11
1693,TCORPCPS,2026-01-31,9.11,11.11,9.09,11.11,83278,2026-01-30 20:43:14
1694,TELE,2026-01-31,11.2,11.85,11.2,11.46,13025874,2026-01-30 20:43:16
1695,TGL,2026-01-31,215.0,220.01,215.0,219.18,56206,2026-01-30 20:43:18
1696,THALL,2026-01-31,623.0,650.0,615.0,643.7,41533,2026-01-30 20:43:21
1697,THCCL,2026-01-31,65.0,66.95,64.8,65.52,4630192,2026-01-30 20:43:23
1698,TICL,2026-01-31,661.0,730.0,661.0,715.0,2132,2026-01-30 20:43:26
1699,TOMCL,2026-01-31,50.0,50.49,48.5,49.19,3221909,2026-01-30 20:43:30
1700,TOWL,2026-01-31,163.01,169.0,161.1,168.91,16999,2026-01-30 20:43:33
1701,TPL,2026-01-31,9.5,9.69,9.25,9.31,1165095,2026-01-30 20:43:35
1702,TPLI,2026-01-31,21.04,22.0,19.22,21.92,286879,2026-01-30 20:43:38
1703,TPLL,2026-01-31,24.49,24.49,21.65,21.75,510,2026-01-30 20:43:41
1704,TPLP,2026-01-31,11.69,11.83,11.5,11.57,9168488,2026-01-30 20:43:43
1705,TPLRF1,2026-01-31,11.15,11.4,10.85,11.03,278312,2026-01-30 20:43:45
1706,TPLT,2026-01-31,13.06,13.22,12.8,13.01,179042,2026-01-30 20:43:48
1707,TREET,2026-01-31,32.65,33.5,32.4,32.71,6675235,2026-01-30 20:43:50
1708,TRG,2026-01-31,71.64,73.48,71.13,72.17,4124309,2026-01-30 20:43:53
1709,TRIBL,2026-01-31,0.97,0.97,0.97,0.97,3000,2026-01-30 20:43:56
1710,TRIPF,2026-01-31,142.0,142.0,136.0,136.56,49467,2026-01-30 20:43:59
1711,TRSM,2026-01-31,16.44,16.82,15.3,15.58,1776575,2026-01-30 20:44:01
1712,TSBL,2026-01-31,3.49,3.49,3.27,3.33,2269591,2026-01-30 20:44:04
1713,TSMF,2026-01-31,14.44,14.99,14.44,14.8,3370,2026-01-30 20:44:07
1714,TSML,2026-01-31,195.79,214.0,183.15,199.3,330,2026-01-30 20:44:10
